SL,Easting,Northing,RL,Remarks,Surveyor,Date,,,
3853,620036.885,2729430.832,19.75,Mango garden,Monjur Ali,44292,,,
3854,620193.709,2729414.233,19.42,Mango garden,Monjur Ali,44292,,,
3855,620001.95,2729379.305,19.44,Mango garden,Monjur Ali,44292,,,
3856,619945.552,2729353.341,19.62,Mango garden,Monjur Ali,44292,,,
3857,620063.606,2729397.635,19.23,Mango garden,Monjur Ali,44292,,,
3858,619943.399,2729300.219,19.59,Mango garden,Monjur Ali,44292,,,
3859,620074.304,2729320.355,19.31,Mango garden,Monjur Ali,44292,,,
3860,620056.941,2729248.855,19.37,Mango garden,Monjur Ali,44292,,,
3861,619984.977,2729272.723,19.28,Mango garden,Monjur Ali,44292,,,
3862,620018.005,2729185.282,19.45,Mango garden,Monjur Ali,44292,,,
3863,620027.144,2729150.59,20.86,Pucca road,Monjur Ali,44292,,,
3864,620036.163,2729304.542,19.46,Mango garden,Monjur Ali,44292,,,
3865,620077.289,2729167.333,19.49,Mango garden,Monjur Ali,44292,,,
3866,620114.583,2729224.476,19.25,Mango garden,Monjur Ali,44292,,,
3867,620163.067,2729104.656,19.36,Mango garden,Monjur Ali,44292,,,
3868,620167.712,2729189.072,19.21,Mango garden,Monjur Ali,44292,,,
3869,620234.764,2729057.977,19.21,Mango garden,Monjur Ali,44292,,,
3870,620218.742,2729128.227,19.20,Mango garden,Monjur Ali,44292,,,
3871,619802.961,2729279.741,20.34,BSC-TS-30,Monjur Ali,44292,,,
3872,619800.4,2729280.513,20.05,Mango garden,Monjur Ali,44292,,,
3873,619725.446,2729318.516,20.13,Mango garden,Monjur Ali,44292,,,
3874,619663.367,2729355.428,20.28,Mango garden,Monjur Ali,44292,,,
3875,619806.465,2729361.422,19.96,Mango garden,Monjur Ali,44292,,,
3876,619672.146,2729431.654,20.25,Mango garden,Monjur Ali,44292,,,
3877,619797.796,2729455.349,19.93,Mango garden,Monjur Ali,44292,,,
3878,619689.392,2729515.407,20.04,Mango garden,Monjur Ali,44292,,,
3879,619805.603,2729521.376,20.00,Mango garden,Monjur Ali,44292,,,
3880,619672.973,2729581.427,19.97,Mango garden,Monjur Ali,44292,,,
3881,619880.889,2729433.451,19.75,Mango garden,Monjur Ali,44292,,,
3882,619978.421,2729448.006,19.47,Mango garden,Monjur Ali,44292,,,
3883,619875.372,2729308.782,19.69,Mango garden,Monjur Ali,44292,,,
3884,619913.318,2729260.985,19.52,Mango garden,Monjur Ali,44292,,,
3885,619942.951,2729225.018,19.50,Mango garden,Monjur Ali,44292,,,
3886,619930.22,2728923.808,20.25,BSC-TS-32,Monjur Ali,44293,,,
3887,619864.509,2728846.847,19.52,Mango garden,Monjur Ali,44293,,,
3888,619764.824,2728864.206,19.72,Mango garden,Monjur Ali,44293,,,
3889,619872.285,2728886.272,19.70,Mango garden,Monjur Ali,44293,,,
3890,619789.642,2728942.006,19.93,Mango garden,Monjur Ali,44293,,,
3891,619817.175,2729035.503,19.82,Mango garden,Monjur Ali,44293,,,
3892,619909.148,2728985.356,19.64,Mango garden,Monjur Ali,44293,,,
3893,619948.72,2729049.596,19.54,Mango garden,Monjur Ali,44293,,,
3894,619896.457,2729097.714,19.61,Mango garden,Monjur Ali,44293,,,
3895,619815.888,2729159.657,19.78,Mango garden,Monjur Ali,44293,,,
3896,619841.618,2729223.924,19.87,Mango garden,Monjur Ali,44293,,,
3897,619927.248,2729186.43,19.73,Mango garden,Monjur Ali,44293,,,
3898,620043.988,2729074.434,19.21,Mango garden,Monjur Ali,44293,,,
3899,619992.005,2728963.21,19.37,Mango garden,Monjur Ali,44293,,,
3900,619758.527,2729154.767,20.01,Mango garden,Monjur Ali,44293,,,
3901,619734.128,2729084.041,20.20,Mango garden,Monjur Ali,44293,,,
3902,619968.712,2728910.388,19.45,Mango garden,Monjur Ali,44293,,,
3903,619739.798,2729014.679,20.08,Mango garden,Monjur Ali,44293,,,
3904,619931.169,2728856.311,19.52,Mango garden,Monjur Ali,44293,,,
3905,620120.856,2728681.087,19.83,BSC-TS-34,Monjur Ali,44293,,,
3906,620018.909,2728686.358,19.54,Mango garden,Monjur Ali,44293,,,
3907,619924.377,2728701.25,19.63,Mango garden,Monjur Ali,44293,,,
3908,619930.088,2728786.722,19.43,Mango garden,Monjur Ali,44293,,,
3909,620031.715,2728785.94,19.40,Mango garden,Monjur Ali,44293,,,
3910,619865.592,2728789.837,19.48,Mango garden,Monjur Ali,44293,,,
3911,619826.868,2728802.877,19.57,Mango garden,Monjur Ali,44293,,,
3912,619809.605,2728717.339,19.69,Mango garden,Monjur Ali,44293,,,
3913,619796.408,2728674.041,20.03,Mango garden,Monjur Ali,44293,,,
3914,620068.35,2728839.492,19.55,Mango garden,Monjur Ali,44293,,,
3915,619908.285,2728630.729,19.89,Mango garden,Monjur Ali,44293,,,
3916,620138.508,2728861.975,19.18,Mango garden,Monjur Ali,44293,,,
3917,620190.224,2728834.966,19.23,Mango garden,Monjur Ali,44293,,,
3918,620260.439,2728785.7,19.19,Mango garden,Monjur Ali,44293,,,
3919,620000.5,2728575.973,19.85,Mango garden,Monjur Ali,44293,,,
3920,620256.153,2728703.468,19.22,Mango garden,Monjur Ali,44293,,,
3921,620108.964,2728569.909,19.82,Mango garden,Monjur Ali,44293,,,
3922,620169.948,2728707.391,19.17,Mango garden,Monjur Ali,44293,,,
3923,620175.685,2728555.974,19.95,Mango garden,Monjur Ali,44293,,,
3924,620180.374,2728765.773,19.20,Mango garden,Monjur Ali,44293,,,
3925,620239.082,2728550.42,19.75,Mango garden,Monjur Ali,44293,,,
3926,620111.573,2728786.998,19.31,Mango garden,Monjur Ali,44293,,,
3927,620242.147,2728628.044,19.52,Mango garden,Monjur Ali,44293,,,
3928,620165.692,2728633.082,19.71,Mango garden,Monjur Ali,44293,,,
3929,620057.659,2728624.027,19.81,Mango garden,Monjur Ali,44293,,,
3930,620373.907,2728676.24,19.72,BSC-TS-36,Monjur Ali,44293,,,
3931,620493.406,2728770.284,18.94,Mango garden,Monjur Ali,44293,,,
3932,620419.145,2728808.65,19.09,Mango garden,Monjur Ali,44293,,,
3933,620402.518,2728720.366,19.27,Mango garden,Monjur Ali,44293,,,
3934,620457.779,2728679.268,19.28,Mango garden,Monjur Ali,44293,,,
3935,620378.614,2728632.866,20.03,Mango garden,Monjur Ali,44293,,,
3936,620378.55,2728632.967,19.60,Mango garden,Monjur Ali,44293,,,
3937,620492.463,2728612.227,19.52,Mango garden,Monjur Ali,44293,,,
3938,620359.562,2728543.54,19.65,Mango garden,Monjur Ali,44293,,,
3939,620465.162,2728522.947,19.20,Mango garden,Monjur Ali,44293,,,
3940,620465.159,2728522.944,19.64,Mango garden,Monjur Ali,44293,,,
3941,620447.137,2728490.321,19.74,Mango garden,Monjur Ali,44293,,,
3942,620473.675,2728358.094,20.17,BSC-TS-38,Monjur Ali,44293,,,
3943,620319.98,2728392.187,20.14,Mango garden,Monjur Ali,44293,,,
3944,620319.441,2728458.038,20.03,Mango garden,Monjur Ali,44293,,,
3945,620243.173,2728451.156,20.03,Mango garden,Monjur Ali,44293,,,
3946,620231.535,2728407.513,20.09,Mango garden,Monjur Ali,44293,,,
3947,620159.878,2728419.116,20.03,Mango garden,Monjur Ali,44293,,,
3948,620268.534,2728331.253,20.11,Mango garden,Monjur Ali,44293,,,
3949,620145.201,2728346.17,20.13,Mango garden,Monjur Ali,44293,,,
3950,620243.094,2728274.059,20.25,Mango garden,Monjur Ali,44293,,,
3951,620131.723,2728286.824,20.08,Mango garden,Monjur Ali,44293,,,
3952,620340.188,2728172.579,20.27,Mango garden,Monjur Ali,44293,,,
3953,620414.053,2728167.556,20.23,Mango garden,Monjur Ali,44293,,,
3954,620364.825,2728280.165,20.07,Mango garden,Monjur Ali,44293,,,
3955,620450.509,2728262.533,20.10,Mango garden,Monjur Ali,44293,,,
3956,620388.741,2728373.735,20.08,Mango garden,Monjur Ali,44293,,,
3957,620470.958,2728356.134,20.06,Mango garden,Monjur Ali,44293,,,
3958,620404.204,2728434.705,19.99,Mango garden,Monjur Ali,44293,,,
3959,620488.655,2728436.247,20.02,Mango garden,Monjur Ali,44293,,,
3960,620622.979,2728076.726,19.42,BC-TS-40,,,,,
3961,620618.968,2728140.333,17.89,Pond,Monjur Ali,44293,,,
3962,620543.174,2728148.686,18.93,Pond,Monjur Ali,44293,,,
3963,620641.766,2728216.338,18.24,Pond,Monjur Ali,44293,,,
3964,620551.997,2728230.404,18.21,Pond,Monjur Ali,44293,,,
3965,620652.444,2728237.595,20.05,Mango garden,Monjur Ali,44293,,,
3966,620557.198,2728250.508,20.00,Mango garden,Monjur Ali,44293,,,
3967,620674.133,2728316.323,19.96,Mango garden,Monjur Ali,44293,,,
3968,620564.299,2728303.541,19.84,Mango garden,Monjur Ali,44293,,,
3969,620693.832,2728392.597,19.75,Mango garden,Monjur Ali,44293,,,
3970,620597.765,2728362.169,19.97,Mango garden,Monjur Ali,44293,,,
3971,620751.945,2728373.51,19.96,Mango garden,Monjur Ali,44293,,,
3972,620705.22,2728287.024,19.96,Mango garden,Monjur Ali,44293,,,
3973,620762.6,2728216.043,20.17,Mango garden,Monjur Ali,44293,,,
3974,620754.955,2728170.951,20.57,Mango garden,Monjur Ali,44293,,,
3975,620679.874,2728194.587,20.33,Land,Monjur Ali,44293,,,
3976,620730.113,2728102.858,20.90,Land,Monjur Ali,44293,,,
3977,620665.505,2728117.758,20.90,Land,Monjur Ali,44293,,,
3978,620707.168,2728027.296,20.81,Mango garden,Monjur Ali,44293,,,
3979,620639.52,2728033.617,20.77,Mango garden,Monjur Ali,44293,,,
3980,620734.581,2728027.061,21.88,Earthen road,Monjur Ali,44293,,,
3981,620623.334,2727959.007,20.73,Mango garden,Monjur Ali,44293,,,
3982,620692.973,2727958.018,20.70,Mango garden,Monjur Ali,44293,,,
3983,620596.849,2727868.185,21.83,Mango garden,Monjur Ali,44293,,,
3984,620677.052,2727841.912,20.16,Mango garden,Monjur Ali,44293,,,
3985,620567.685,2727952.717,20.60,Mango garden,Monjur Ali,44293,,,
3986,620610.077,2727982.75,18.41,Pond,Monjur Ali,44293,,,
3987,620595.764,2727986.479,18.38,Pond,Monjur Ali,44293,,,
3988,620617.87,2728033.356,18.32,Pond,Monjur Ali,44293,,,
3989,620563.702,2728029.738,18.57,Pond,Monjur Ali,44293,,,
3990,620577.891,2728122.491,18.45,Pond,Monjur Ali,44293,,,
3991,620616.245,2728111.874,17.84,Pond,Monjur Ali,44293,,,
3992,620757.138,2728099.45,21.76,Earthen road,Monjur Ali,44293,,,
3993,620634.04,2728609.139,19.46,BSC-TS-42,Monjur Ali,44293,,,
3994,620592.65,2728658.244,19.26,Mango garden,Monjur Ali,44293,,,
3995,620645.919,2728657.437,18.99,Mango garden,Monjur Ali,44293,,,
3996,620575.917,2728718.433,18.73,Mango garden,Monjur Ali,44293,,,
3997,620658.461,2728704.044,18.79,Mango garden,Monjur Ali,44293,,,
3998,620551.151,2728619.523,19.16,Mango garden,Monjur Ali,44293,,,
3999,620634.452,2728595.905,19.41,Mango garden,Monjur Ali,44293,,,
4000,620544.995,2728528.148,19.73,Mango garden,Monjur Ali,44293,,,
4001,620634.135,2728508.553,19.72,Mango garden,Monjur Ali,44293,,,
4002,620530.464,2728473.415,19.77,Mango garden,Monjur Ali,44293,,,
4003,620607.29,2728442.222,19.83,Mango garden,Monjur Ali,44293,,,
4004,620696.091,2728611.506,19.15,Mango garden,Monjur Ali,44293,,,
4005,620683.178,2728521.187,19.60,Mango garden,Monjur Ali,44293,,,
4006,620743.442,2728524.542,19.47,Mango garden,Monjur Ali,44293,,,
4007,628491.98,2721924.153,20.52,BC R-1,Rakib,44236,,,
4008,628505.857,2721889.767,21.22,Mango Garden,Rakib,44236,,,
4009,628424.508,2721838.142,21.21,Mango Garden,Rakib,44236,,,
4010,628481.806,2721949.864,21.31,Mango Garden,Rakib,44236,,,
4011,628401.771,2721916.131,21.14,Mango Garden,Rakib,44236,,,
4012,628263.213,2722246.321,21.84,Mango Garden,Rakib,44236,,,
4013,628485.134,2722393.121,21.02,Mango Garden,Rakib,44236,,,
4014,628299.321,2722203.214,21.75,Mango Garden,Rakib,44236,,,
4015,628668.321,2722481.214,21.72,Mango Garden,Rakib,44236,,,
4016,628615.231,2722493.618,22.03,Mango Garden,Rakib,44236,,,
4017,628721.123,2722425.321,21.84,Mango Garden,Rakib,44236,,,
4018,628850.231,2721969.321,20.73,Mango Garden,Rakib,44236,,,
4019,628774.123,2721951.321,20.95,Mango Garden,Rakib,44236,,,
4020,628936.231,2721987.321,20.73,Mango Garden,Rakib,44236,,,
4021,628581.321,2722542.321,21.83,Mango Garden,Rakib,44236,,,
4022,628520.321,2722583.321,20.84,Mango Garden,Rakib,44236,,,
4023,628456.321,2722556.321,21.73,Mango Garden,Rakib,44236,,,
4024,628477.321,2722525.321,21.52,Mango Garden,Rakib,44236,,,
4025,628514.231,2722487.312,21.64,Mango Garden,Rakib,44236,,,
4026,628522.123,2722540.651,21.42,Mango Garden,Rakib,44236,,,
4027,628490.231,2722618.362,20.52,Mango Garden,Rakib,44236,,,
4028,628439.312,2722603.214,20.41,Mango Garden,Rakib,44236,,,
4029,628449.551,2722041.377,21.26,Mango Garden,Rakib,44236,,,
4030,628373.035,2722021.022,21.34,Mango Garden,Rakib,44236,,,
4031,628420.592,2722128.49,21.51,Mango Garden,Rakib,44236,,,
4032,628342.765,2722096.148,21.59,Mango Garden,Rakib,44236,,,
4033,628388.3,2722214.053,21.65,Mango Garden,Rakib,44236,,,
4034,628315.051,2722177.969,21.70,Mango Garden,Rakib,44236,,,
4035,628347.654,2722312.449,21.58,Mango Garden,Rakib,44236,,,
4036,628303.709,2722285.312,21.61,Mango Garden,Rakib,44236,,,
4037,628427.504,2722344.194,21.59,Mango Garden,Rakib,44236,,,
4038,628481.468,2722243.968,21.46,Mango Garden,Rakib,44236,,,
4039,628505.763,2722153.665,21.14,Mango Garden,Rakib,44236,,,
4040,628554.214,2722153.634,21.12,Mango Garden,Rakib,44236,,,
4041,628538.29,2722074.845,21.17,Mango Garden,Rakib,44236,,,
4042,628574.35,2722077.439,21.02,Mango Garden,Rakib,44236,,,
4043,628581.506,2722028.592,20.45,Mango Garden,Rakib,44236,,,
4044,628547.984,2722012.342,20.89,Mango Garden,Rakib,44236,,,
4045,628570.94,2721956.86,20.63,Mango Garden,Rakib,44236,,,
4046,628601.52,2721964.959,20.85,Mango Garden,Rakib,44236,,,
4047,628588.722,2721885.623,20.80,Mango Garden,Rakib,44236,,,
4048,628619.012,2721897.05,21.10,Mango Garden,Rakib,44236,,,
4049,628673.98,2721955.027,20.67,Mango Garden,Rakib,44236,,,
4050,628653.464,2722007.328,20.46,Mango Garden,Rakib,44236,,,
4051,628636.225,2722052.14,20.32,Mango Garden,Rakib,44236,,,
4052,628749.943,2722005.043,20.39,Mango Garden,Rakib,44236,,,
4053,628705.927,2722061.783,20.49,Mango Garden,Rakib,44236,,,
4054,628674.526,2722128.576,19.89,Mango Garden,Rakib,44236,,,
4055,628673.462,2722129.862,19.11,Mango Garden,Rakib,44236,,,
4056,628586.433,2722118.703,20.64,Mango Garden,Rakib,44236,,,
4057,628544.378,2722191.394,20.97,Mango Garden,Rakib,44236,,,
4058,628643.18,2722198.262,19.12,Mango Garden,Rakib,44236,,,
4059,628603.914,2722257.408,18.95,Mango Garden,Rakib,44236,,,
4060,628520.894,2722250.209,21.12,Mango Garden,Rakib,44236,,,
4061,628593.609,2722276.451,19.13,Mango Garden,Rakib,44236,,,
4062,628585.883,2722285.86,20.67,Mango Garden,Rakib,44236,,,
4063,628493.974,2722306.921,21.55,Mango Garden,Rakib,44236,,,
4064,628547.709,2722333.967,21.53,Mango Garden,Rakib,44236,,,
4065,628451.801,2722377.16,21.61,Mango Garden,Rakib,44236,,,
4066,628507.507,2722407.727,21.35,Mango Garden,Rakib,44236,,,
4067,628573.077,2722440.009,21.08,Mango Garden,Rakib,44236,,,
4068,628633.229,2722444.439,21.63,Mango Garden,Rakib,44236,,,
4069,628662.976,2722312.49,20.88,Mango Garden,Rakib,44236,,,
4070,628683.584,2722359.197,21.43,Mango Garden,Rakib,44236,,,
4071,628666.913,2722295.368,18.64,Mango Garden,Rakib,44236,,,
4072,628722.517,2722304.592,19.81,Mango Garden,Rakib,44236,,,
4073,628722.811,2722302.872,19.01,Mango Garden,Rakib,44236,,,
4074,628695.299,2722205.488,18.53,Low Land,Rakib,44236,,,
4075,628782.903,2722235.762,18.62,Low Land,Rakib,44236,,,
4076,628783.509,2722235.397,19.57,Mango Garden,Rakib,44236,,,
4077,628738.027,2722160.745,18.99,Mango Garden,Rakib,44236,,,
4078,628738.826,2722159.45,19.52,Mango Garden,Rakib,44236,,,
4079,628802.463,2722196.3,19.92,Mango Garden,Rakib,44236,,,
4080,628778.64,2722107.099,19.89,Mango Garden,Rakib,44236,,,
4081,628857.024,2722135.197,19.86,Mango Garden,Rakib,44236,,,
4082,628804.524,2722062.76,20.59,Mango Garden,Rakib,44236,,,
4083,628866.782,2722073.395,19.97,Mango Garden,Rakib,44236,,,
4084,628821.87,2722021.209,20.39,Mango Garden,Rakib,44236,,,
4085,628891.998,2722028.582,20.58,Mango Garden,Rakib,44236,,,
4086,628947.879,2722049.449,20.97,Mango Garden,Rakib,44236,,,
4087,629010.211,2722081.657,20.75,Mango Garden,Rakib,44236,,,
4088,628918.02,2722122.724,20.15,Mango Garden,Rakib,44236,,,
4089,628986.912,2722145.731,20.90,Mango Garden,Rakib,44236,,,
4090,628943.291,2722209.741,20.27,Mango Garden,Rakib,44236,,,
4091,628893.577,2722174.291,20.08,Mango Garden,Rakib,44236,,,
4092,628910.25,2722264.746,20.22,Mango Garden,Rakib,44236,,,
4093,628863.307,2722224.127,20.01,Mango Garden,Rakib,44236,,,
4094,628831.218,2722272.617,19.33,Mango Garden,Rakib,44236,,,
4095,628863.134,2722325.972,19.73,Mango Garden,Rakib,44236,,,
4096,628799.515,2722324.112,19.25,Mango Garden,Rakib,44236,,,
4097,628757.353,2722377.785,20.32,Mango Garden,Rakib,44236,,,
4098,628087.02,2722437.024,20.19,BC R-2,Rakib,44236,,,
4099,628118.303,2722474.708,19.56,Mango Garden,Rakib,44236,,,
4100,628145.062,2722420.218,19.54,Mango Garden,Rakib,44236,,,
4101,628171.024,2722404.595,19.86,Mango Garden,Rakib,44236,,,
4102,628174.314,2722513.183,19.27,Mango Garden,Rakib,44236,,,
4103,628217.501,2722455.689,19.69,Mango Garden,Rakib,44236,,,
4104,628230.313,2722564.66,19.69,Mango Garden,Rakib,44236,,,
4105,628278.566,2722606.821,19.57,Mango Garden,Rakib,44236,,,
4106,628307.252,2722528.404,20.14,Mango Garden,Rakib,44236,,,
4107,628310.092,2722628.37,19.57,Mango Garden,Rakib,44236,,,
4108,628358.391,2722547.472,19.98,Mango Garden,Rakib,44236,,,
4109,628342.464,2722650.793,19.21,Mango Garden,Rakib,44236,,,
4110,628370.702,2722563.388,20.15,Mango Garden,Rakib,44236,,,
4111,628366.253,2722667.168,19.11,Mango Garden,Rakib,44236,,,
4112,628393.138,2722689.754,18.73,Mango Garden,Rakib,44236,,,
4113,628377.405,2722469.337,20.38,Mango Garden,Rakib,44236,,,
4114,628336.648,2722441.72,20.40,Mango Garden,Rakib,44236,,,
4115,628388.635,2722410.07,20.14,Mango Garden,Rakib,44236,,,
4116,628352.287,2722385.969,20.30,Mango Garden,Rakib,44236,,,
4117,628306.148,2722417.362,20.08,Mango Garden,Rakib,44236,,,
4118,628272.278,2722400.777,20.09,Mango Garden,Rakib,44236,,,
4119,628301.44,2722350.564,20.06,Mango Garden,Rakib,44236,,,
4120,628235.325,2722375.045,20.00,Mango Garden,Rakib,44236,,,
4121,628252.91,2722326.813,20.60,Mango Garden,Rakib,44236,,,
4122,628230.27,2722311.913,20.71,Mango Garden,Rakib,44236,,,
4123,628187.662,2722362.098,19.74,Mango Garden,Rakib,44236,,,
4124,628032.898,2722502.097,18.91,Mango Garden,Rakib,44236,,,
4125,628000.996,2722545.869,19.58,Mango Garden,Rakib,44236,,,
4126,628002.071,2722570.28,19.37,Mango Garden,Rakib,44236,,,
4127,628069.032,2722544.203,18.86,Mango Garden,Rakib,44236,,,
4128,628110.128,2722568.892,19.05,Mango Garden,Rakib,44236,,,
4129,628058.592,2722618.754,19.72,Mango Garden,Rakib,44236,,,
4130,628078.264,2722634.183,19.78,Mango Garden,Rakib,44236,,,
4131,628151.218,2722601.58,18.36,Mango Garden,Rakib,44236,,,
4132,628201.237,2722636.946,19.29,Mango Garden,Rakib,44236,,,
4133,628147.868,2722691.089,19.52,Mango Garden,Rakib,44236,,,
4134,628253.257,2722679.437,19.34,Mango Garden,Rakib,44236,,,
4135,628189.364,2722733.568,19.19,Mango Garden,Rakib,44236,,,
4136,628280.797,2722706.219,18.62,Mango Garden,Rakib,44236,,,
4137,628231.181,2722778.045,18.67,Land,Rakib,44236,,,
4138,628232.861,2722780.033,17.77,Land,Rakib,44236,,,
4139,628286.615,2722737.115,17.70,Land,Rakib,44236,,,
4140,628059.839,2722687.233,20.66,Mango Garden,Rakib,44236,,,
4141,628005.29,2722723.503,20.28,Mango Garden,Rakib,44236,,,
4142,628090.515,2722725.275,19.97,Mango Garden,Rakib,44236,,,
4143,628045.856,2722770.997,20.01,Mango Garden,Rakib,44236,,,
4144,628128.639,2722770.936,18.90,Mango Garden,Rakib,44236,,,
4145,628150.418,2722803.542,18.83,Mango Garden,Rakib,44236,,,
4146,628070.824,2722807.28,19.48,Mango Garden,Rakib,44236,,,
4147,628168.147,2722827.781,18.82,Mango Garden,Rakib,44236,,,
4148,628095.555,2722852.977,19.17,Mango Garden,Rakib,44236,,,
4149,628016.227,2722883.718,19.73,Mango Garden,Rakib,44236,,,
4150,627988.045,2722828.558,20.58,Mango Garden,Rakib,44236,,,
4151,627978.432,2722911.02,19.88,Mango Garden,Rakib,44236,,,
4152,627960.127,2722773.234,19.94,Mango Garden,Rakib,44236,,,
4153,627925.84,2722851.889,20.48,HS,Rakib,44236,,,
4154,627940.453,2722747.814,20.49,HS,Rakib,44236,,,
4155,627902.735,2722823.1,20.60,HS,Rakib,44236,,,
4156,627849.37,2722851.084,20.78,HS,Rakib,44236,,,
4157,627949.037,2722895.114,19.84,Mango Garden,Rakib,44236,,,
4158,627923.102,2722912.472,20.12,Mango Garden,Rakib,44236,,,
4159,627896.858,2722931.266,20.26,Mango Garden,Rakib,44236,,,
4160,627807.312,2722949.312,20.29,Mango Garden,Rakib,44236,,,
4161,627552.006,2722510.932,14.24,BC R-3,Rakib ,10022021,,,
4162,627530.955,2722494.386,17.13,Eiter Vata,Rakib ,10022021,,,
4163,627543.302,2722492.79,14.33,Land,Rakib ,10022021,,,
4164,627552.417,2722381.225,13.84,Land,Rakib ,10022021,,,
4165,627519.051,2722454.632,17.23,Eiter Vata,Rakib ,10022021,,,
4166,627578.613,2722315.925,13.51,Land,Rakib ,10022021,,,
4167,627604.31,2722451.564,13.93,Land,Rakib ,10022021,,,
4168,627637.904,2722425.792,13.97,Land,Rakib ,10022021,,,
4169,627609.89,2722250.035,13.92,Land,Rakib ,10022021,,,
4170,627607.45,2722186.171,13.45,Land,Rakib ,10022021,,,
4171,627625.969,2722343.057,14.16,Land,Rakib ,10022021,,,
4172,627671.671,2722294.59,14.43,Land,Rakib ,10022021,,,
4173,627713.635,2722244.67,16.13,Land,Rakib ,10022021,,,
4174,627702.159,2722020.555,14.48,Land,Rakib ,10022021,,,
4175,627749.467,2722160.562,14.29,Land,Rakib ,10022021,,,
4176,627750.113,2721968.786,15.50,Land,Rakib ,10022021,,,
4177,627765.054,2721945.547,17.44,Eiter Vata,Rakib ,10022021,,,
4178,627822.854,2722036.806,16.71,Land,Rakib ,10022021,,,
4179,627695.643,2721909.797,18.12,Eiter Vata,Rakib ,10022021,,,
4180,627834.728,2722006.612,17.59,Eiter Vata,Rakib ,10022021,,,
