SL,Easting,Northing,RL,Remarks,Surveyor,Date,,,
3481,620575.6,2733853.556,20.20,Mango Garden,Monjur Ali,44289,,,
3482,620515.731,2733938.215,20.33,Mango Garden,Monjur Ali,44289,,,
3483,620593.776,2733932.135,20.25,Mango Garden,Monjur Ali,44289,,,
3484,620534.99,2734009.44,20.47,Mango Garden,Monjur Ali,44289,,,
3485,620611.268,2733980.654,20.42,Mango Garden,Monjur Ali,44289,,,
3486,620646.742,2733900.108,20.11,Mango Garden,Monjur Ali,44289,,,
3487,620633.325,2733846.796,20.08,Mango Garden,Monjur Ali,44289,,,
3488,620616.719,2733797.804,20.14,Mango Garden,Monjur Ali,44289,,,
3489,620519.467,2733814.584,20.34,Mango Garden,Monjur Ali,44289,,,
3490,620445.722,2733896.789,20.51,Mango Garden,Monjur Ali,44289,,,
3491,620479.466,2733919.075,20.40,Mango Garden,Monjur Ali,44289,,,
3492,620454.159,2733855.489,20.44,Mango Garden,Monjur Ali,44289,,,
3493,620469.167,2733978.076,20.36,Mango Garden,Monjur Ali,44289,,,
3494,620587.278,2733767.65,20.22,Mango Garden,Monjur Ali,44289,,,
3495,620545.416,2734051.184,20.58,Mango Garden,Monjur Ali,44289,,,
3496,620303.172,2733891.453,20.68,BSC-TS-4,Monjur Ali,44289,,,
3497,620265.99,2733876.839,20.47,Mango Garden,Monjur Ali,44289,,,
3498,620167.965,2733930.958,20.51,Mango Garden,Monjur Ali,44289,,,
3499,620225.968,2733813.771,20.18,Mango Garden,Monjur Ali,44289,,,
3500,620142.947,2733860.48,20.36,Mango Garden,Monjur Ali,44289,,,
3501,620183.433,2733742.309,20.21,Mango Garden,Monjur Ali,44289,,,
3502,620111.442,2733769.231,20.45,Mango Garden,Monjur Ali,44289,,,
3503,620100.902,2733698.654,20.42,Mango Garden,Monjur Ali,44289,,,
3504,620164.107,2733676.831,20.19,Mango Garden,Monjur Ali,44289,,,
3505,620272.388,2733631.489,19.45,Mango Garden,Monjur Ali,44289,,,
3506,620299.977,2733686.114,19.16,Mango Garden,Monjur Ali,44289,,,
3507,620258.66,2733776.723,20.18,Mango Garden,Monjur Ali,44289,,,
3508,620389.571,2733753.628,20.11,Mango Garden,Monjur Ali,44289,,,
3509,620293.298,2733799.294,20.14,Mango Garden,Monjur Ali,44289,,,
3510,620404.231,2733816.549,20.35,Mango Garden,Monjur Ali,44289,,,
3511,620333.671,2733842.123,20.34,Mango Garden,Monjur Ali,44289,,,
3512,620442.966,2733612.524,20.12,BSC-TS-6,Monjur Ali,44289,,,
3513,620400.182,2733559.611,19.65,Mango Garden,Monjur Ali,44289,,,
3514,620319.352,2733548.058,19.65,Mango Garden,Monjur Ali,44289,,,
3515,620340.065,2733637.202,19.80,Mango Garden,Monjur Ali,44289,,,
3516,620416.155,2733639.444,19.76,Mango Garden,Monjur Ali,44289,,,
3517,620365.838,2733707.78,19.98,Mango Garden,Monjur Ali,44289,,,
3518,620365.875,2733707.715,19.98,Mango Garden,Monjur Ali,44289,,,
3519,620434.46,2733715.32,19.96,Mango Garden,Monjur Ali,44289,,,
3520,620456.562,2733782.059,20.33,Mango Garden,Monjur Ali,44289,,,
3521,620470.769,2733728.237,20.04,Mango Garden,Monjur Ali,44289,,,
3522,620503.583,2733736.578,20.09,Mango Garden,Monjur Ali,44289,,,
3523,620473.096,2733688.781,19.83,Mango Garden,Monjur Ali,44289,,,
3524,620520.679,2733669.045,19.62,Mango Garden,Monjur Ali,44289,,,
3525,620469.996,2733637.14,19.64,Mango Garden,Monjur Ali,44289,,,
3526,620545.682,2733633.257,19.75,Mango Garden,Monjur Ali,44289,,,
3527,620504.883,2733597.892,19.57,Mango Garden,Monjur Ali,44289,,,
3528,620584.616,2733627.385,19.51,Mango Garden,Monjur Ali,44289,,,
3529,620530.279,2733549.544,19.44,Mango Garden,Monjur Ali,44289,,,
3530,620576.089,2733572.853,19.52,Mango Garden,Monjur Ali,44289,,,
3531,620527.836,2733499.828,19.46,Mango Garden,Monjur Ali,44289,,,
3532,620586.033,2733507.951,19.46,Mango Garden,Monjur Ali,44289,,,
3533,620507.489,2733473.123,19.46,Mango Garden,Monjur Ali,44289,,,
3534,620522.914,2733425.481,19.09,Mango Garden,Monjur Ali,44289,,,
3535,620446.691,2733447.564,19.44,Mango Garden,Monjur Ali,44289,,,
3536,620358.737,2733433.34,19.55,Mango Garden,Monjur Ali,44289,,,
3537,620395.614,2733348.11,19.39,Mango Garden,Monjur Ali,44289,,,
3538,620344.29,2733455.469,19.57,Mango Garden,Monjur Ali,44289,,,
3539,620397.494,2733499.395,19.56,Mango Garden,Monjur Ali,44289,,,
3540,620334.555,2733512.735,19.62,Mango Garden,Monjur Ali,44289,,,
3541,620471.097,2733532.938,19.58,Mango Garden,Monjur Ali,44289,,,
3542,620422.148,2733575.499,19.72,Mango Garden,Monjur Ali,44289,,,
3543,620375.826,2733595.346,19.74,Mango Garden,Monjur Ali,44289,,,
3544,620025.094,2732973.237,20.76,BSC-TS-8,Monjur,44290,,,
3545,620031.14,2732970.093,20.75,Pucca Road,Monjur,44290,,,
3546,620045.922,2733012.318,19.47,Mango Garden,Monjur,44290,,,
3547,619968.475,2733051.335,19.61,Mango Garden,Monjur,44290,,,
3548,620066.457,2733076.717,19.47,Mango Garden,Monjur,44290,,,
3549,619964.801,2733094.919,19.75,Mango Garden,Monjur,44290,,,
3550,620085.484,2733140.479,19.51,Mango Garden,Monjur,44290,,,
3551,620001.042,2733175.153,19.73,Mango Garden,Monjur,44290,,,
3552,620025.626,2733252.799,19.76,Mango Garden,Monjur,44290,,,
3553,620104.909,2733200.258,19.59,Mango Garden,Monjur,44290,,,
3554,620118.995,2733265.038,19.55,Mango Garden,Monjur,44290,,,
3555,620045.867,2733289.953,19.53,Mango Garden,Monjur,44290,,,
3556,620126.698,2733292.07,20.23,Earthen Road,Monjur,44290,,,
3557,620168.273,2733240.874,19.69,Earthen Road,Monjur,44290,,,
3558,620219.015,2733188.224,18.87,Mango Garden,Monjur,44290,,,
3559,620161.992,2733230.002,19.27,Mango Garden,Monjur,44290,,,
3560,620189.096,2733112.259,19.27,Mango Garden,Monjur,44290,,,
3561,620157.902,2733125.713,19.34,Mango Garden,Monjur,44290,,,
3562,620228.053,2733095.696,19.23,Mango Garden,Monjur,44290,,,
3563,620136.309,2733019.719,19.32,Mango Garden,Monjur,44290,,,
3564,620217.378,2732994.646,19.11,Mango Garden,Monjur,44290,,,
3565,620116.514,2732951.117,19.31,Mango Garden,Monjur,44290,,,
3566,620195.352,2732909.19,19.14,Mango Garden,Monjur,44290,,,
3567,620169.768,2732874.368,18.84,Mango Garden,Monjur,44290,,,
3568,620313.056,2732998.016,19.44,BSC-TS-10,Monjur,44290,,,
3569,620312.003,2732800.063,18.84,Mango Garden,Monjur,44290,,,
3570,620241.762,2732859,18.89,Mango Garden,Monjur,44290,,,
3571,620236.682,2732846.848,19.74,Earthen Road,Monjur,44290,,,
3572,620256.089,2732944.679,19.80,Earthen Road,Monjur,44290,,,
3573,620356.02,2732927.675,18.97,Mango Garden,Monjur,44290,,,
3574,620276.535,2732984.563,18.79,Mango Garden,Monjur,44290,,,
3575,620370.134,2733002.632,19.01,Mango Garden,Monjur,44290,,,
3576,620280.522,2733067.06,18.83,Mango Garden,Monjur,44290,,,
3577,620373.76,2733080.888,19.03,Mango Garden,Monjur,44290,,,
3578,620288.568,2733122.523,19.15,Mango Garden,Monjur,44290,,,
3579,620384.04,2733133.977,19.07,Mango Garden,Monjur,44290,,,
3580,620390.375,2733192.586,19.10,Mango Garden,Monjur,44290,,,
3581,620320.144,2733206.013,19.15,Mango Garden,Monjur,44290,,,
3582,620397.892,2733244.007,19.22,Mango Garden,Monjur,44290,,,
3583,620324.548,2733248.604,19.21,Mango Garden,Monjur,44290,,,
3584,620497.874,2733206.303,19.06,Mango Garden,Monjur,44290,,,
3585,620477.638,2733116.284,19.10,Mango Garden,Monjur,44290,,,
3586,620473.347,2733052.295,19.01,Mango Garden,Monjur,44290,,,
3587,620456.367,2732985.253,19.04,Mango Garden,Monjur,44290,,,
3588,620439.388,2732914.238,18.94,Mango Garden,Monjur,44290,,,
3589,620436.147,2732846.308,19.11,Mango Garden,Monjur,44290,,,
3590,620271.275,2733075.318,19.77,Earthen Road,Monjur,44290,,,
3591,620389.408,2732822.6,19.11,Mango Garden,Monjur,44290,,,
3592,620326.371,2732870.325,18.95,Mango Garden,Monjur,44290,,,
3593,620255.008,2733303.011,19.83,BSC-TS-10,Monjur,44290,,,
3594,620299.823,2733262.35,19.25,Mango Garden,Monjur,44290,,,
3595,620319.871,2733353.876,19.40,Mango Garden,Monjur,44290,,,
3596,620386.601,2733341.738,19.29,Mango Garden,Monjur,44290,,,
3597,620407.426,2733327.367,19.32,Mango Garden,Monjur,44290,,,
3598,620397.502,2733282.578,19.32,Mango Garden,Monjur,44290,,,
3599,620500.221,2733308.74,19.24,Mango Garden,Monjur,44290,,,
3600,620445.663,2733254.475,19.24,Mango Garden,Monjur,44290,,,
3601,620536.912,2733300.056,19.27,Mango Garden,Monjur,44290,,,
3602,620486.424,2733248.095,19.26,Mango Garden,Monjur,44290,,,
3603,620496.839,2733384.143,19.29,Mango Garden,Monjur,44290,,,
3604,620463.576,2733419.574,19.38,Mango Garden,Monjur,44290,,,
3605,620441.395,2733378.853,19.26,Mango Garden,Monjur,44290,,,
3606,620397.145,2733455.914,19.98,Mango Garden,Monjur,44290,,,
3607,620385.464,2733389.049,19.46,Mango Garden,Monjur,44290,,,
3608,620352.292,2733465.4,19.85,Mango Garden,Monjur,44290,,,
3609,620335.42,2733400.043,19.53,Mango Garden,Monjur,44290,,,
3610,620290.557,2733412.585,19.56,Mango Garden,Monjur,44290,,,
3611,620288.944,2733474.866,19.50,Mango Garden,Monjur,44290,,,
3612,620248.314,2733423.255,19.53,Mango Garden,Monjur,44290,,,
3613,620243.943,2733470.781,19.43,Mango Garden,Monjur,44290,,,
3614,620184.445,2733451.462,19.61,Mango Garden,Monjur,44290,,,
3615,620119.768,2733382.775,19.40,Mango Garden,Monjur,44290,,,
3616,620119.728,2733382.782,18.95,Mango Garden,Monjur,44290,,,
3617,620076.214,2733581.254,19.39,Mango Garden,Monjur,44290,,,
3618,620186.231,2733558.124,19.25,Mango Garden,Monjur,44290,,,
3619,620256.365,2733521.213,19.17,Mango Garden,Monjur,44290,,,
3620,620060.452,2733505.021,19.48,Mango Garden,Monjur,44290,,,
3621,620128.325,2733481.021,19.39,Mango Garden,Monjur,44290,,,
3622,620040.142,2733410.231,19.58,Mango Garden,Monjur,44290,,,
3623,620010.542,2733310.023,19.42,Mango Garden,Monjur,44290,,,
3624,620161.451,2733373.912,19.63,Mango Garden,Monjur,44290,,,
3625,620190.098,2733274.509,18.86,Mango Garden,Monjur,44290,,,
3626,620218.634,2733361.8,19.69,Mango Garden,Monjur,44290,,,
3627,620258.27,2733249.969,19.30,Mango Garden,Monjur,44290,,,
3628,620272.107,2733350.54,19.53,Mango Garden,Monjur,44290,,,
3629,620285.261,2733297.409,19.40,Mango Garden,Monjur,44290,,,
3630,620225.486,2733295.393,19.52,Mango Garden,Monjur,44290,,,
3631,620334.524,2733297.041,19.31,Mango Garden,Monjur,44290,,,
3632,620453.906,2732095.513,19.78,BSC-TS-14,Monjur,44290,,,
3633,620242.502,2732149.899,18.98,Mango Garden,Monjur,44290,,,
3634,620335.113,2732122.929,18.63,Mango Garden,Monjur,44290,,,
3635,620317.978,2732043.365,18.99,Mango Garden,Monjur,44290,,,
3636,620223.953,2732087.085,19.03,Mango Garden,Monjur,44290,,,
3637,620284.956,2731943.117,18.96,Mango Garden,Monjur,44290,,,
3638,620182.282,2731990.739,19.21,Mango Garden,Monjur,44290,,,
3639,620264.603,2731873.098,19.03,Mango Garden,Monjur,44290,,,
3640,620156.145,2731892.915,18.94,Mango Garden,Monjur,44290,,,
3641,620246.719,2731805.13,18.93,Mango Garden,Monjur,44290,,,
3642,620140.877,2731804.685,18.96,Mango Garden,Monjur,44290,,,
3643,620233.7,2731740.067,18.88,Mango Garden,Monjur,44290,,,
3644,620172.292,2731734.67,18.88,Mango Garden,Monjur,44290,,,
3645,620293.228,2731673.803,19.16,Mango Garden,Monjur,44290,,,
3646,620463.111,2731644.823,18.84,Mango Garden,Monjur,44290,,,
3647,620474.5,2731720.615,18.80,Mango Garden,Monjur,44290,,,
3648,620355.808,2731747,18.96,Mango Garden,Monjur,44290,,,
3649,620489.501,2731807.4,18.71,Mango Garden,Monjur,44290,,,
3650,620500.888,2731882.684,19.68,Earthen Road,Monjur,44290,,,
3651,620381.557,2731852.376,18.93,Mango Garden,Monjur,44290,,,
3652,620529.869,2731919.636,18.59,Mango Garden,Monjur,44290,,,
3653,620535.559,2731979.791,18.60,Mango Garden,Monjur,44290,,,
3654,620397.327,2731966.595,18.88,Mango Garden,Monjur,44290,,,
3655,620410.772,2732061.458,18.84,Mango Garden,Monjur,44290,,,
3656,620543.182,2732054.008,18.43,Mango Garden,Monjur,44290,,,
3657,620549.78,2732070.728,19.57,Pucca Road,Monjur,44290,,,
3658,620428.564,2732106.287,19.84,Pucca Road,Monjur,44290,,,
3659,620647.041,2732043.929,19.50,Pucca Road,Monjur,44290,,,
3660,620712.949,2732026.274,19.65,Pucca Road,Monjur,44290,,,
3661,620640.129,2731996.49,18.51,Mango Garden,Monjur,44290,,,
3662,620755.452,2731986.825,18.88,Mango Garden,Monjur,44290,,,
3663,620634.275,2731940.656,18.45,Mango Garden,Monjur,44290,,,
3664,620744.265,2731929.332,18.39,Mango Garden,Monjur,44290,,,
3665,620613.603,2731843.68,18.56,Mango Garden,Monjur,44290,,,
3666,620720.076,2731824.129,18.35,Mango Garden,Monjur,44290,,,
3667,620704.371,2731774.927,18.76,Mango Garden,Monjur,44290,,,
3668,620605.827,2731799.891,18.58,Mango Garden,Monjur,44290,,,
3669,620670.92,2731729.947,18.80,Mango Garden,Monjur,44290,,,
3670,620584.441,2731737.794,18.35,Mango Garden,Monjur,44290,,,
3671,620561.568,2731680.348,18.65,Mango Garden,Monjur,44290,,,
3672,620619.862,2731673.347,18.70,Mango Garden,Monjur,44290,,,
3673,620546.473,2731631.274,18.71,Mango Garden,Monjur,44290,,,
3674,620650.857,2731626.984,18.74,Mango Garden,Monjur,44290,,,
3675,620547.309,2731807.877,19.66,Earthen Road,Monjur,44290,,,
3676,620649.814,2731646.369,19.26,Earthen Road,Monjur,44290,,,
3677,620440.938,2732010.061,19.53,Earthen Road,Monjur,44290,,,
3678,620147.151,2731304.921,19.33,BSC-TS-16,Monjur Ali,44291,,,
3679,620039.419,2731349.41,19.52,Eearthen road,Monjur Ali,44291,,,
3680,620121.734,2731306.792,19.46,Eearthen road,Monjur Ali,44291,,,
3681,620128.627,2731322.778,19.04,Mango garden,Monjur Ali,44291,,,
3682,620039.588,2731364.913,19.11,Mango garden,Monjur Ali,44291,,,
3683,620154.527,2731402.874,18.93,Mango garden,Monjur Ali,44291,,,
3684,620053.088,2731463.423,19.11,Mango garden,Monjur Ali,44291,,,
3685,620081.689,2731574.947,19.03,Mango garden,Monjur Ali,44291,,,
3686,620175.052,2731501.481,18.91,Mango garden,Monjur Ali,44291,,,
3687,620195.423,2731609.709,18.90,Mango garden,Monjur Ali,44291,,,
3688,620126.809,2731673.605,18.92,Mango garden,Monjur Ali,44291,,,
3689,620213.638,2731695.023,18.95,Mango garden,Monjur Ali,44291,,,
3690,620142.105,2731723.661,18.76,Mango garden,Monjur Ali,44291,,,
3691,620363.239,2731620.088,19.18,Mango garden,Monjur Ali,44291,,,
3692,620502.787,2731591.951,18.70,Mango garden,Monjur Ali,44291,,,
3693,620361.425,2731544.901,19.09,Mango garden,Monjur Ali,44291,,,
3694,620483.418,2731512.981,18.74,Mango garden,Monjur Ali,44291,,,
3695,620346.977,2731449.584,18.91,Mango garden,Monjur Ali,44291,,,
3696,620457.484,2731429.139,18.77,Mango garden,Monjur Ali,44291,,,
3697,620304.074,2731357.93,18.87,Mango garden,Monjur Ali,44291,,,
3698,620424.37,2731329.542,18.79,Mango garden,Monjur Ali,44291,,,
3699,620256.744,2731255.249,19.05,Mango garden,Monjur Ali,44291,,,
3700,620384.618,2731196.716,18.80,Mango garden,Monjur Ali,44291,,,
3701,620251.666,2731244.015,19.91,Eearthen road,Monjur Ali,44291,,,
3702,620375.119,2731173.661,20.26,Eearthen road,Monjur Ali,44291,,,
3703,620484.588,2731141.292,18.77,Mango garden,Monjur Ali,44291,,,
3704,620506.928,2731143.152,18.78,Mango garden,Monjur Ali,44291,,,
3705,620471.699,2731037.401,18.81,Mango garden,Monjur Ali,44291,,,
3706,620430.005,2730959.566,18.84,Mango garden,Monjur Ali,44291,,,
3707,620521.761,2731247.569,18.71,Mango garden,Monjur Ali,44291,,,
3708,620387.356,2730912.86,18.98,Mango garden,Monjur Ali,44291,,,
3709,620561.794,2731341.547,18.57,Mango garden,Monjur Ali,44291,,,
3710,620264.13,2730938.499,18.93,Mango garden,Monjur Ali,44291,,,
3711,620606.816,2731443.514,18.30,Mango garden,Monjur Ali,44291,,,
3712,620324.563,2731029.913,18.85,Mango garden,Monjur Ali,44291,,,
3713,620641.876,2731536.786,18.55,Mango garden,Monjur Ali,44291,,,
3714,620354.189,2731117.238,18.96,Mango garden,Monjur Ali,44291,,,
3715,620238.353,2731164.558,18.92,Mango garden,Monjur Ali,44291,,,
3716,620213.556,2731073.671,18.92,Mango garden,Monjur Ali,44291,,,
3717,620166.121,2730985.307,19.11,Mango garden,Monjur Ali,44291,,,
3718,620031.658,2731003.924,19.46,Mango garden,Monjur Ali,44291,,,
3719,620079.573,2731115.825,19.23,Mango garden,Monjur Ali,44291,,,
3720,620267.321,2731546.369,18.98,Mango garden,Monjur Ali,44292,,,
3721,620250.365,2731431.147,19.03,Mango garden,Monjur Ali,44293,,,
3722,620094.321,2731038.258,19.15,Mango garden,Monjur Ali,44294,,,
3723,620109.313,2731204.647,19.28,Mango garden,Monjur Ali,44291,,,
3724,620032.541,2731297.891,19.17,Mango garden,Monjur Ali,44291,,,
3725,620119.123,2731264.914,19.17,Mango garden,Monjur Ali,44291,,,
3726,619968.671,2731259.502,19.34,Mango garden,Monjur Ali,44291,,,
3727,619963.577,2731194.126,19.44,Mango garden,Monjur Ali,44291,,,
3728,619989.461,2731129.768,19.53,Mango garden,Monjur Ali,44291,,,
3729,619957.288,2731045.473,19.70,Mango garden,Monjur Ali,44291,,,
3730,619989.248,2730788.968,20.01,BSC-TS-18,Monjur Ali,44291,,,
3731,620007.786,2730785.09,19.58,Mango garden,Monjur Ali,44291,,,
3732,619905.417,2730796.44,19.67,Mango garden,Monjur Ali,44291,,,
3733,620020.873,2730863.504,19.41,Mango garden,Monjur Ali,44291,,,
3734,619916.68,2730908.159,19.70,Mango garden,Monjur Ali,44291,,,
3735,620088.846,2730928.881,19.35,Mango garden,Monjur Ali,44291,,,
3736,620166.747,2730921.157,19.08,Mango garden,Monjur Ali,44291,,,
3737,620273.718,2730900.915,18.84,Mango garden,Monjur Ali,44291,,,
3738,620159.457,2730848.886,19.10,Mango garden,Monjur Ali,44291,,,
3739,620251.394,2730823.788,18.83,Mango garden,Monjur Ali,44291,,,
3740,620155.274,2730768.76,19.20,Mango garden,Monjur Ali,44291,,,
3741,620256.568,2730756.506,18.82,Mango garden,Monjur Ali,44291,,,
3742,620152.592,2730674.668,19.17,Mango garden,Monjur Ali,44291,,,
3743,620241.545,2730644.221,18.86,Mango garden,Monjur Ali,44291,,,
3744,620162.027,2730592.854,19.20,Mango garden,Monjur Ali,44291,,,
3745,620254.813,2730583.389,18.82,Mango garden,Monjur Ali,44291,,,
3746,620064.796,2730625.856,19.51,Mango garden,Monjur Ali,44291,,,
3747,620311.089,2730556.235,18.70,Mango garden,Monjur Ali,44291,,,
3748,620045.425,2730714.517,19.50,Mango garden,Monjur Ali,44291,,,
3749,620355.097,2730720.474,18.78,Mango garden,Monjur Ali,44291,,,
3750,619937.314,2730722.906,19.59,Mango garden,Monjur Ali,44291,,,
3751,620373.512,2730817.386,18.80,Mango garden,Monjur Ali,44291,,,
3752,619933.054,2730642.998,19.69,Mango garden,Monjur Ali,44291,,,
3753,619923.049,2730585.126,19.62,Mango garden,Monjur Ali,44291,,,
3754,619873.311,2730644.627,20.27,Mango garden,Monjur Ali,44291,,,
3755,620033.399,2730438.093,19.50,BSC-TS-20,Monjur Ali,44291,,,
3756,619827.647,2730463.441,19.95,Mango garden,Monjur Ali,44291,,,
3757,619926.024,2730458.417,19.78,Mango garden,Monjur Ali,44291,,,
3758,619834.597,2730572.423,19.88,Mango garden,Monjur Ali,44291,,,
3759,619950.116,2730546.892,19.55,Mango garden,Monjur Ali,44291,,,
3760,620085.181,2730538.455,19.25,Mango garden,Monjur Ali,44291,,,
3761,620203.531,2730533.157,18.97,Mango garden,Monjur Ali,44291,,,
3762,620344.3,2730518.743,18.62,Mango garden,Monjur Ali,44291,,,
3763,620364.047,2730435.439,18.61,Mango garden,Monjur Ali,44291,,,
3764,620213.551,2730452.253,18.93,Mango garden,Monjur Ali,44291,,,
3765,620218.836,2730392.935,18.93,Mango garden,Monjur Ali,44291,,,
3766,620359.499,2730373.977,18.78,Mango garden,Monjur Ali,44291,,,
3767,620230.047,2730298.363,19.25,Mango garden,Monjur Ali,44291,,,
3768,620212.116,2730210.476,19.13,Mango garden,Monjur Ali,44291,,,
3769,620319.592,2730212.201,18.55,Mango garden,Monjur Ali,44291,,,
3770,620104.969,2730219.275,19.29,Mango garden,Monjur Ali,44291,,,
3771,620020.678,2730229.003,19.32,Mango garden,Monjur Ali,44291,,,
3772,620100.916,2730327.341,19.35,Mango garden,Monjur Ali,44291,,,
3773,620000.391,2730330.711,19.50,Mango garden,Monjur Ali,44291,,,
3774,620076.193,2730438.432,19.27,Mango garden,Monjur Ali,44291,,,
3775,619913.507,2730384.617,19.67,Mango garden,Monjur Ali,44291,,,
3776,619922.394,2730268.576,19.60,Mango garden,Monjur Ali,44291,,,
3777,619835.032,2730291.337,19.90,Mango garden,Monjur Ali,44291,,,
3778,619999.533,2730129.478,19.68,BSC-TS-22,Monjur Ali,44291,,,
3779,619955.099,2730079.021,19.49,Mango garden,Monjur Ali,44291,,,
3780,619963.192,2730170.245,19.55,Mango garden,Monjur Ali,44291,,,
3781,620051.698,2730073.02,19.40,Mango garden,Monjur Ali,44291,,,
3782,620063.085,2730156.443,19.32,Mango garden,Monjur Ali,44291,,,
3783,620088.181,2730049.028,19.35,Mango garden,Monjur Ali,44291,,,
3784,620128.962,2730140.288,19.39,Mango garden,Monjur Ali,44291,,,
3785,620202.057,2730124.539,18.93,Mango garden,Monjur Ali,44291,,,
3786,620169.44,2730037.169,18.91,Mango garden,Monjur Ali,44291,,,
3787,620244.882,2730012.299,18.90,Mango garden,Monjur Ali,44291,,,
3788,620280.66,2730108.493,19.09,Mango garden,Monjur Ali,44291,,,
3789,620364.05,2730097.255,18.33,Mango garden,Monjur Ali,44291,,,
3790,620330.324,2729979.576,18.56,Mango garden,Monjur Ali,44291,,,
3791,619959.384,2730031.928,21.13,Pucca road,Monjur Ali,44291,,,
3792,619884.66,2730231.407,19.63,Mango garden,Monjur Ali,44291,,,
3793,619834.75,2730224.641,19.78,Mango garden,Monjur Ali,44291,,,
3794,619892.337,2730114.9,19.48,Mango garden,Monjur Ali,44291,,,
3795,619827.952,2730126.378,19.65,Mango garden,Monjur Ali,44291,,,
3796,619811.802,2730200.526,19.87,Mango garden,Monjur Ali,44291,,,
3797,619903.709,2730182.681,19.84,Mango garden,Monjur Ali,44291,,,
3798,619780.991,2729785.988,20.20,BSC-TS-24,Monjur Ali,44292,,,
3799,619781.784,2729785.176,19.94,Mango garden,Monjur Ali,44292,,,
3800,619680.862,2729808.291,20.04,Mango garden,Monjur Ali,44292,,,
3801,619683.506,2729879.121,20.29,Mango garden,Monjur Ali,44292,,,
3802,619798.218,2729863.96,19.99,Mango garden,Monjur Ali,44292,,,
3803,619699.309,2729923.645,20.17,Mango garden,Monjur Ali,44292,,,
3804,619804.59,2729939.358,19.93,Mango garden,Monjur Ali,44292,,,
3805,619814.709,2730005.926,19.79,Mango garden,Monjur Ali,44292,,,
3806,619728.262,2730010.861,19.83,Mango garden,Monjur Ali,44292,,,
3807,619909.736,2730002.052,19.50,Mango garden,Monjur Ali,44292,,,
3808,619974.978,2729988.656,19.48,Mango garden,Monjur Ali,44292,,,
3809,619894.485,2729903.916,19.52,Mango garden,Monjur Ali,44292,,,
3810,619880.204,2729845.327,19.62,Mango garden,Monjur Ali,44292,,,
3811,619966.751,2729838.287,19.57,Mango garden,Monjur Ali,44292,,,
3812,619957.116,2729792.578,19.65,Mango garden,Monjur Ali,44292,,,
3813,619874.786,2729779.752,19.79,Mango garden,Monjur Ali,44292,,,
3814,619953.245,2729711.546,19.64,Mango garden,Monjur Ali,44292,,,
3815,619856.499,2729718.227,19.80,Mango garden,Monjur Ali,44292,,,
3816,619773.875,2729624.253,19.90,Mango garden,Monjur Ali,44292,,,
3817,619693.181,2729661.906,20.14,Mango garden,Monjur Ali,44292,,,
3818,619696.155,2729743.65,20.13,Mango garden,Monjur Ali,44292,,,
3819,619777.893,2729702.107,19.85,Mango garden,Monjur Ali,44292,,,
3820,620132.492,2729709.14,19.35,BSC-TS-26,Monjur Ali,44292,,,
3821,620063.989,2729720.929,19.37,Mango garden,Monjur Ali,44292,,,
3822,620165.306,2729696.107,19.00,Mango garden,Monjur Ali,44292,,,
3823,620181.779,2729769.683,19.03,Mango garden,Monjur Ali,44292,,,
3824,620087.388,2729807.503,19.40,Mango garden,Monjur Ali,44292,,,
3825,620203.367,2729858.093,18.84,Mango garden,Monjur Ali,44292,,,
3826,620115.336,2729890.043,19.65,Mango garden,Monjur Ali,44292,,,
3827,620115.339,2729890.05,19.19,Mango garden,Monjur Ali,44292,,,
3828,620208.658,2729926.574,18.86,Mango garden,Monjur Ali,44292,,,
3829,620118.162,2729961.765,19.22,Mango garden,Monjur Ali,44292,,,
3830,620042.141,2729922.84,19.30,Mango garden,Monjur Ali,44292,,,
3831,620019.328,2729792.895,19.45,Mango garden,Monjur Ali,44292,,,
3832,620160.836,2729647.677,19.20,Mango garden,Monjur Ali,44292,,,
3833,620069.164,2729682.216,19.31,Mango garden,Monjur Ali,44292,,,
3834,620174.452,2729566.496,19.01,Mango garden,Monjur Ali,44292,,,
3835,620072.216,2729587.43,19.29,Mango garden,Monjur Ali,44292,,,
3836,620173.757,2729500.053,18.97,Mango garden,Monjur Ali,44292,,,
3837,620089.056,2729517.885,19.26,Mango garden,Monjur Ali,44292,,,
3838,620177.973,2729441.235,18.96,Mango garden,Monjur Ali,44292,,,
3839,620097.383,2729447.009,19.24,Mango garden,Monjur Ali,44292,,,
3840,619908.715,2729525.285,19.59,Mango garden,Monjur Ali,44292,,,
3841,619979.225,2729538.071,19.39,Mango garden,Monjur Ali,44292,,,
3842,619998.476,2729617.138,19.39,Mango garden,Monjur Ali,44292,,,
3843,619887.815,2729567.949,19.69,Mango garden,Monjur Ali,44292,,,
3844,620004.799,2729688.888,19.48,Mango garden,Monjur Ali,44292,,,
3845,619946.117,2729679.794,19.78,Mango garden,Monjur Ali,44292,,,
3846,620215.444,2729259.894,19.37,BSC-TS-28,Monjur Ali,44292,,,
3847,620119.164,2729265.145,19.16,Mango garden,Monjur Ali,44292,,,
3848,620211.685,2729252.438,19.25,Mango garden,Monjur Ali,44292,,,
3849,620116.593,2729301.634,19.76,Eearthen road,Monjur Ali,44292,,,
3850,620203.818,2729347.205,19.06,Mango garden,Monjur Ali,44292,,,
3851,620094.27,2729380.795,19.47,Mango garden,Monjur Ali,44292,,,
3852,620202.144,2729356.207,19.68,Eearthen road,Monjur Ali,44292,,,
